cons,pros,summary,advice-to-mgmt,overall-ratings,work-balance-stars,culture-values-stars,carrer-opportunities-stars,comp-benefit-stars,senior-mangemnet-stars,company
2.908333333,4.033333333,3,3,3,3,1,4,2,3,amazon
3.407407407,4.055555556,3,3,3,2,3,3,4,3,amazon
1.6,4.4,3,5,5,5,5,5,5,5,amazon
2.9,3.765,5,4.575,5,5,5,5,5,5,amazon
2.1,3.434545455,3,3.75,5,5,5,5,5,5,amazon
2.733333333,3.8,3,3.554086318,2,3,3,3,3,1,amazon
2,4.6,3,3,1,1,1,2,3,4,amazon
2.7,4.136363636,4.136363636,3,5,4,4,5,5,5,amazon
2.95,3.708333333,3,3,5,2,5,5,5,5,amazon
3.103846154,3,1.860677083,3,4,3,5,4,2,3,amazon
3.725,4.333333333,3,3,4,3,3,4,4,4,amazon
3,3,4,3,4,1,4,3,4,3,amazon
3.15,4.6,3,3,4,3,3,4,3,3,amazon
3,4.65,4.4,3,4,4,4,4,4,4,amazon
2.8875,3.757575758,3,2.8,3,1,2,5,4,3,amazon
2.9,3,3,3,3,2,3,2,4,3,amazon
2.6,4.4,3,3,3,1,3,3,3,1,amazon
2.81952381,4.4,2.8,2.916666667,3,2,4,5,4,3,amazon
2.875,4.483333333,3.4,3,5,4,5,5,4,5,amazon
2.4,3.541666667,3.8,3.3125,5,5,4,5,4,4,amazon
3,3.2,3,3,5,5,5,5,5,4,amazon
2.25,3.225606061,4,3,5,5,5,5,5,5,amazon
3.272727273,5,3,3.936363636,1,1,1,1,1,1,amazon
3,3.4,3,3,2,1,1,1,2,1,amazon
3.1445,3.262407407,3.8,3.383333333,5,2,4,5,5,4,amazon
3.18030303,3.319327731,4.6,3.15725957,4,4,3,5,5,2,amazon
2.4,3.866666667,3,3,4,4,4,4,4,4,amazon
3,4.157575758,3,3.571428571,4,3,5,5,3,5,amazon
3.9,2.416666667,3,3,4,3,4,3,2,3,amazon
2.0125,3.6,3,4,2,1,1,3,3,1,amazon
3.08,3.437333333,3,2.907936508,3,2,2,3,4,3,amazon
1.4,3.648538961,4.5,3,4,4,4,4,4,4,amazon
2.95,4.4,3,3,5,3,4,4,4,4,amazon
2.6,4.2,4.4,3,5,5,3,5,5,3,amazon
3.4,3,3,2.957575758,2,1,1,1,3,1,amazon
2.883333333,3.8,3,3.2,2,1,2,2,4,1,amazon
2.3,3,3,3,2,2,3,3,3,3,amazon
2.708333333,3.933333333,3.228571429,3.3875,4,4,5,1,3,2,amazon
2.680555556,4.2,3,4,4,3,4,5,5,4,amazon
2.680555556,4.2,3,4,4,3,4,5,5,4,amazon
3,3.866666667,3,3,3,3,3,3,3,3,amazon
2.8,4,4.4,3,5,none,none,5,none,none,amazon
3,5,3,3,5,5,5,5,5,5,amazon
3.225,3.533333333,3.866666667,3.666666667,2,3,1,2,4,1,amazon
2.733333333,4,3,3,1,1,1,3,4,1,amazon
2.893333333,3.6,1,4.4,1,1,1,1,2,1,amazon
1,4.6,1.6,3,1,1,1,1,1,1,amazon
3,3.736363636,3,3,2,2,2,1,1,1,amazon
2.9632,3.077777778,2.270833333,3.448181818,4,4,5,5,4,3,amazon
3.05,3,4.2,3,5,3,5,5,5,5,amazon
2.9,3,3,3,4,3,5,5,5,5,amazon
3.06,4.06122449,3,3,4,none,none,none,none,none,amazon
2.952937439,3.621212121,3,3.3,2,none,none,none,none,none,amazon
2.6,4.6,3,3,5,4,4,5,4,4,amazon
2.8046875,3,3,3,1,none,none,none,none,none,amazon
2.83,3.170833333,3,2.875,1,1,1,1,2,1,amazon
3.14,3,3,3.3,2,none,none,none,none,none,amazon
2.823809524,3.533333333,3,3,1,none,none,none,none,none,amazon
3,3.8125,3,3,4,4,5,4,4,5,amazon
2.120833333,4.6,4.4,3.996666667,4,2,1,5,4,2,amazon
3,3.775,3,3,4,4,5,none,none,4,amazon
2.416666667,3.8,3,3,4,4,4,5,4,4,amazon
3.4,3.136363636,3,3,3,none,none,none,none,none,amazon
3.272727273,4,4.6,3,5,4,4,4,4,4,amazon
3.75,2.95,4.5,3.3125,5,3,5,5,3,5,amazon
2.9,3.575,3,3,5,none,none,none,none,none,amazon
1,3.95,3.65,3,2,2,1,1,3,2,amazon
2.678333333,2.908333333,3,3.75,2,1,1,3,4,1,amazon
2,4.3,4,3.683333333,5,5,5,5,3,3,amazon
3.424242424,3.407142857,3,3,3,1,3,2,5,2,amazon
2.440277778,3.383333333,2.508333333,3,3,3,1,1,4,4,amazon
3,3.428571429,3,3,3,none,none,none,none,none,amazon
2.658333333,4.35,4.6,3.375,5,5,5,5,5,5,amazon
2.55,4.6,5,3,5,5,5,5,4,4,amazon
2.875,3.828571429,3,3.225,5,5,4,5,2,5,amazon
3,4.4,5,4,5,5,3,5,3,2,amazon
3.15,3.4,2.7,3,2,1,1,2,2,1,amazon
2.807142857,2.8,3,3,4,none,none,none,none,none,amazon
3.95,3,3,2.416666667,4,none,none,none,none,none,amazon
2.6,3.85,3,3,4,none,none,none,none,none,amazon
2.91,3.35,4.6,3,4,2,5,5,4,5,amazon
3.164,4,3.2,3.795238095,4,none,none,none,none,none,amazon
2.8875,3.5,3,3,3,2,3,3,3,none,amazon
2.893611111,3.875,3,3.083333333,1,3,1,2,2,1,amazon
3.272222222,3.7,3,3,4,none,none,none,none,none,amazon
4.4,4.5,3,4.6,5,5,5,5,5,5,amazon
4.4,4.6,3,3,5,4,4,4,5,5,amazon
1,3,3,3.7,2,4,3,3,2,3,amazon
3.4,4.075,3,3,5,none,none,none,none,none,amazon
2.4,3.577777778,3.866666667,4,4,3,4,2,3,4,amazon
2,3.266666667,3,2.2,4,1,2,3,4,5,amazon
3.18,3.55,3,3,4,none,none,none,none,none,amazon
3.327083333,3.233333333,2.8,3.116888889,2,1,1,5,4,2,amazon
3.100392857,3.688095238,3.52,3,3,3,3,3,4,2,amazon
1.6,4.033333333,3,3,3,4,3,3,4,3,amazon
3,5,3,3.7,3,2,2,4,3,2,amazon
3,4.6,3,3.166666667,3,4,5,4,5,4,amazon
2.9,4.4,3,4,4,2,3,4,4,3,amazon
2.416666667,4.4,4.2,3,5,none,none,none,none,none,amazon
3.266666667,3.6,4.6,3,5,4,5,5,4,5,amazon
3.184,3.3,3.074074074,3.133333333,4,2,1,4,5,3,amazon
3.914545455,4.6,4,3.725,2,1,1,4,5,1,amazon
2.35,3.8,3,3.261111111,2,3,3,3,3,3,amazon
2.89,3,3,4,2,2,3,4,4,4,amazon
3,4.6,3,3,1,5,1,1,1,1,amazon
2.675,4.6,4.6,3,5,5,5,5,5,5,amazon
2.85,3.7,3,3,4,2,3,4,4,2,amazon
3.8,3.75,3,3,3,3,4,3,4,1,amazon
2.908333333,4.733333333,3.4,5,5,4,5,5,5,5,amazon
3.175,3.8,3,3,5,3,4,4,3,4,amazon
3,4.5,3,3.533333333,5,none,none,none,none,none,amazon
2.9,4.3,3,3,4,2,3,5,4,2,amazon
3,3,3.036363636,3,5,5,none,none,none,none,amazon
2.666666667,4.066666667,3.8,2.922222222,4,5,5,5,5,4,amazon
3.4,3.272727273,3,3,4,4,4,4,4,4,amazon
3.178253968,3.883333333,3,3.327604167,3,2,4,3,3,3,amazon
3.32,1.571428571,3,3,3,3,2,5,4,3,amazon
2.833333333,3.733333333,3,3,3,4,4,4,4,4,amazon
3.497777778,3.643181818,3,3,3,2,4,4,5,3,amazon
4,3.80952381,3,3,3,2,2,3,3,3,amazon
3,3,3,3,4,none,none,none,none,none,amazon
3.3125,3.573737374,4.6,3,5,5,5,5,5,5,amazon
4.2,3.4,4.4,3,5,5,5,5,4,5,amazon
3.271794872,3.845454545,3,3,5,3,5,5,3,5,amazon
3.866666667,4.106666667,3,3.866666667,5,4,5,5,5,5,amazon
3.098701299,4.2,3,3.936363636,2,1,2,3,4,3,amazon
2.95,4.2,3,3,1,none,none,none,none,none,amazon
3.35922619,3.573764881,3,4,4,3,3,4,4,3,amazon
3,3.808333333,3,3,4,3,3,3,3,3,amazon
3.9,4.4,3,3,4,5,5,5,5,5,amazon
3.8125,2.954713805,2.954074074,3.316666667,3,1,1,5,4,3,amazon
2.55,3.128,2.2,2.9,2,1,1,3,2,2,amazon
2.6,4.2,3.333333333,4.6,3,none,none,none,none,none,amazon
4,4.5,3,3,3,none,none,none,none,none,amazon
3,4.5,3,4,3,1,1,3,4,2,amazon
3,4.4,3,3.008333333,3,3,3,1,4,3,amazon
3.156349206,3.15,3.2625,3.7,4,3,4,5,2,4,amazon
3.50625,4.066666667,3,3.275,5,5,5,5,5,none,amazon
2.4,4.4,3,3,5,5,5,5,5,5,amazon
2.4,4.4,3,3,5,5,5,5,5,5,amazon
3.325,3.964,3,3,5,5,5,5,5,5,amazon
3.16,3,3,3,2,3,1,2,4,4,amazon
2.333333333,4.4,3,3,2,1,1,3,1,1,amazon
3.533333333,4.142857143,4.4,4,4,3,3,5,5,3,amazon
3.25,3.693181818,3,3,4,4,4,5,4,4,amazon
3.633333333,3.914285714,3,3,3,none,none,none,none,none,amazon
2,3.276190476,3,3,3,3,3,4,4,3,amazon
1.39,3.588888889,3,4.4,3,2,2,5,3,3,amazon
3,3.65,3,3,3,3,4,3,none,3,amazon
3,3,3,3,3,2,3,2,2,1,amazon
2.485416667,3.233333333,1,3,1,1,1,1,2,1,amazon
3.26,4.466666667,3,3.8,5,1,2,5,5,3,amazon
3,4.533333333,4,3,5,5,5,5,5,5,amazon
3.533333333,3.516666667,3,3.333333333,2,1,none,none,4,none,amazon
3,3.871428571,3,3.148958333,4,5,2,4,3,3,amazon
3.242627574,3.333333333,3,3.211111111,1,2,2,4,2,2,amazon
2.95,3,3,3,3,2,3,4,4,1,amazon
3.05,3.825925926,4.6,3,5,5,5,3,3,5,amazon
2.841666667,3.355555556,3,3,4,5,none,5,3,none,amazon
2.525,3.214285714,3,3,4,5,5,4,4,4,amazon
2.905555556,3.5,2.85,3.275,4,4,3,3,5,4,amazon
3.6,3.111111111,3,3.5,4,3,1,2,5,1,amazon
2.95,4.8,4.6,3,3,3,2,3,5,2,amazon
3.018341837,4.4,3,3.745238095,1,1,1,1,4,1,amazon
3.36,3.419047619,3,3,4,3,5,5,5,5,amazon
4,4.6,4.6,3,5,none,none,none,none,none,amazon
3,3.866666667,4.6,3,5,4,5,1,3,4,amazon
3,3,4.6,3,5,5,5,5,5,5,amazon
3.366666667,2.433333333,1,3.575,1,1,1,1,1,1,amazon
3,4.4,3,4,2,none,none,none,none,none,amazon
3,2.991666667,2,3,4,4,3,2,3,3,amazon
2.222222222,3.413286713,4,3.444444444,4,2,3,5,5,3,amazon
2.76,3.714285714,4.6,3.6,4,3,3,4,4,4,amazon
3.4,4.066666667,4.6,3,4,4,5,4,5,4,amazon
1,3.7,3.2,4,3,1,2,1,2,1,amazon
3.4,3.428571429,3,3,4,3,3,4,3,3,amazon
3,4,3,3,4,4,4,5,5,4,amazon
3.171161236,3.187878788,3,3.9,2,2,3,1,4,2,amazon
2.4,3.141666667,4,3,3,3,4,5,3,5,amazon
3.094444444,4.4,3.4,3.333333333,3,2,3,3,4,2,amazon
2.75,4.6,4,3,3,2,none,none,4,none,amazon
3.575,3.316666667,3,3.7,4,5,4,4,4,4,amazon
2.9,3.80952381,3,3,5,3,4,5,5,4,amazon
3.6,4.2,4.82,3,5,5,5,5,5,5,amazon
2.666666667,4,3,3,5,4,4,4,4,4,amazon
2.416666667,4.6,3,3,5,none,none,none,none,none,amazon
1.773333333,3.818181818,2.7,2.704,2,3,none,3,5,none,amazon
3.298958333,3.657878788,3.333333333,4.5,2,4,2,2,4,2,amazon
3.010714286,2.5,2.45,2.6,1,1,1,1,1,1,amazon
3.010714286,2.5,2.45,2.6,1,1,1,1,1,1,amazon
2.663333333,3.8,3,3,5,2,4,5,5,4,amazon
2.9,4.6,3,3,3,2,2,3,3,2,amazon
1.4,2.833333333,3.4,3,2,5,5,1,3,2,amazon
3.714285714,3.755555556,3,3.216666667,3,2,2,3,5,1,amazon
2.336363636,3,3,3,5,2,none,5,5,none,amazon
3,4,3,3,5,none,none,none,none,none,amazon
2.733888889,3.866666667,3,4.1,2,2,2,2,3,1,amazon
2,3.619047619,4,3.75,2,none,none,none,none,none,amazon
3.4,3.86,3,3.216666667,4,2,4,5,4,5,amazon
3.32,3.7,3,3,4,1,4,4,4,4,amazon
3,3.866666667,4.6,3,5,none,none,none,none,none,amazon
3,3.714285714,3,3,5,2,4,4,4,5,amazon
2.461538462,3.4,3,3,3,5,3,1,4,3,amazon
2.4125,3.6,3,3,1,5,3,1,2,1,amazon
3.338888889,3.4,5,4.2,5,4,5,5,4,4,amazon
3.613333333,3.684375,3,3,4,2,3,5,5,4,amazon
2,3.225,4.6,3.666666667,5,5,5,5,3,5,amazon
2.9,3.60952381,3.914285714,3,4,2,3,4,4,2,amazon
3.875,4.406666667,4.2,3,4,5,5,4,4,4,amazon
3.045,4,3.4,3.6,2,1,3,1,1,1,amazon
2.2,3.272727273,3,4,3,2,5,3,4,4,amazon
3.155555556,3.372222222,3,3,4,1,4,4,4,3,amazon
4.25,3.8,5,4.4,5,5,5,5,5,5,amazon
3,4.2,3,3,5,5,5,5,5,5,amazon
2.375,3,3,2.95,1,1,1,1,1,1,amazon
3.236363636,2.866666667,1,3,1,1,1,1,1,1,amazon
3,2.933333333,1,2.7,1,1,1,1,1,1,amazon
2.277777778,4.5,2.35,3,1,2,4,1,4,none,amazon
3.42,4,3,3.19375,4,5,4,4,4,4,amazon
2.95,2.6875,3.508333333,3,4,none,none,none,none,none,amazon
2.908333333,3.2,3,3,4,2,3,5,5,3,amazon
3.25,3.7,3,3,4,2,1,3,5,2,amazon
3.666666667,3.4,3,3,4,3,2,5,5,4,amazon
3,3.866666667,4,3,3,3,3,1,4,2,amazon
3,3.136363636,3.485714286,3,3,3,5,3,4,3,amazon
2.54,3.95,3,3,3,1,1,3,4,1,amazon
2.734615385,4.333333333,3.4,3.084848485,3,1,5,4,5,2,amazon
3,3.333333333,3.7,3.4,5,3,4,2,4,2,amazon
2.466666667,1.691481481,3,3,1,1,1,1,4,1,amazon
2.443333333,4.4,3,3.757575758,1,1,1,1,1,1,amazon
3.8,3.366666667,2,3.333333333,1,1,1,1,3,1,amazon
3,3,3,3,1,2,1,1,2,1,amazon
2.8,4.4,4.4,3,4,none,none,3,3,none,amazon
3,3,3,3,4,4,4,4,5,3,amazon
2.954166667,3.24,3,3,3,3,3,2,3,3,amazon
1.6,3.157575758,3,3,3,1,3,2,3,1,amazon
2.35,4,4,3,3,none,none,3,4,none,amazon
4,3.225555556,3.8,3,3,2,3,4,3,3,amazon
3.075,3,1.8,3,1,1,1,1,3,1,amazon
3.053888889,3.8,3,3.0375,4,2,4,4,5,3,amazon
3.14375,3.805333333,3,3,4,5,5,3,3,3,amazon
2.9,4.2,4.25,4.2,5,5,5,5,4,5,amazon
3.32,3.8,3,3,5,3,5,3,4,3,amazon
3.126777778,3.166666667,2.8,3.95,4,3,4,4,3,4,amazon
2,4.090909091,3,3,4,none,none,none,none,none,amazon
3.05,3.255555556,4.25,2.4,4,4,5,5,5,4,amazon
4,3,3,3,3,none,none,none,none,none,amazon
2.9,4.6,3,3.75,3,2,3,none,5,2,amazon
2.6,3.45,3,3,3,none,none,none,none,none,amazon
2.5,2.416666667,3,4.066666667,4,3,4,4,4,5,amazon
2.633333333,3.445714286,3,4,4,none,none,none,none,none,amazon
3,3,2.088541667,3,5,2,4,5,5,2,amazon
3.4,3.875,3,3,5,3,5,5,5,5,amazon
3.666666667,4.6,3,3,5,5,5,5,5,5,amazon
3.4,4.82,3,3,5,3,3,5,5,4,amazon
1.95,4,3,2.6,2,1,2,4,2,2,amazon
2.2,3.35,5,3.2,2,1,1,1,1,1,amazon
3.172222222,3,3.272727273,3,1,2,1,3,1,1,amazon
3.289795918,3.8,3,3,1,1,1,2,4,2,amazon
3.126777778,3.166666667,2.8,3.95,4,3,4,4,3,4,amazon
3.224242424,3.8,5,3,5,5,5,5,4,4,amazon
3.016018519,4.068518519,3,4.375,4,3,5,4,4,5,amazon
2.416666667,4.6,3,3,5,none,none,none,none,none,amazon
3,3,2.088541667,3,5,2,4,5,5,2,amazon
2.969444444,4.05,1.6,3.162962963,1,1,3,2,5,1,amazon
2.708333333,2.535,3,3,2,1,3,2,2,3,amazon
2.4,4.4,3,3,1,1,1,1,3,1,amazon
3,3.25,3,4,4,4,3,4,4,3,amazon
4,4.4,3,3,4,4,3,2,2,4,amazon
4.2,4.090909091,3,3,4,3,none,4,5,none,amazon
2.8,3.866666667,3,3,4,1,5,2,3,1,amazon
2.270833333,3.777777778,3,3,4,3,3,3,5,3,amazon
2.078888889,5,4,3,3,1,4,4,1,3,amazon
4,3,3,3,3,1,1,3,4,2,amazon
3.008333333,4,3,4,3,2,2,3,4,1,amazon
2.9,3.6,3.25,3,3,1,4,5,3,5,amazon
2.88969697,3.414285714,3,3,1,1,1,3,2,1,amazon
4.2,3.375,5,3,5,5,5,5,5,5,amazon
3,4.04,3,3,5,1,1,5,5,5,amazon
2.790909091,3.42979798,3,3,2,1,4,3,5,3,amazon
3,3.8,3,4,5,3,3,3,5,4,amazon
3,4,3,3,5,4,5,5,4,5,amazon
3.25962963,3,3,3,1,1,1,1,2,1,amazon
3,3,3,2.538461538,5,1,4,4,4,2,amazon
2.84469697,4.4,4.4,3,4,4,4,5,4,5,amazon
3,3.445714286,3,3,4,4,4,5,3,4,amazon
2.9,4.6,3,3,4,none,none,none,none,none,amazon
3.833333333,3.402020202,3.4,3.42962963,3,3,4,3,2,4,amazon
2.5,3.9,3,3,5,2,4,5,4,4,amazon
3,4,3,3,5,4,5,5,4,5,amazon
3.285606061,3.38989899,3.4,3.136666667,5,3,3,5,5,2,amazon
3.16,3.866666667,3,3,4,2,none,3,4,none,amazon
3.4,3.05,1.4,4,3,3,3,3,3,4,amazon
4.1,3.5875,4.6,3,4,5,5,4,5,4,amazon
3.65,4.066666667,3,3,4,4,4,4,4,4,amazon
3.36,3.472222222,4.6,3,4,4,5,5,5,5,amazon
3.005555556,3.866666667,3,3,3,none,none,none,none,none,amazon
3.35,3.866666667,3,4,3,2,3,3,4,3,amazon
2.708333333,3,2.416666667,3,3,3,3,2,3,4,amazon
2.3,3,3,3,5,none,none,none,none,none,amazon
3,4.6,3,3,5,none,none,none,none,none,amazon
3,3,3,3,2,3,2,2,2,3,amazon
2.679166667,3.72,5,2.416666667,4,4,4,3,4,3,amazon
3,4.4,4.4,3,4,none,none,none,none,none,amazon
3.16,3,3,3.92,3,1,3,3,4,1,amazon
3,4.6,4.4,3,3,3,3,4,3,3,amazon
2.658333333,3,3,3,3,3,none,2,2,none,amazon
2.6,3.32,3,3,1,1,1,1,1,1,amazon
3.000666667,3.975,3,3.595333333,4,4,4,4,4,5,amazon
3.424242424,4.6,4,3.46,4,4,5,5,3,5,amazon
2.6875,3,4.6,3,5,none,none,none,none,none,amazon
3,3,3.95,3,5,4,3,5,5,3,amazon
3,5,3,3,4,4,4,4,4,4,amazon
3,3.65,3,3,3,2,2,4,4,2,amazon
2.85,3,3,3.204166667,3,3,3,2,3,3,amazon
3,3.95,3,3,3,1,1,4,4,3,amazon
2,3.4,3,3,3,1,2,3,3,2,amazon
3,4.316666667,4.2,3,5,5,5,5,5,5,amazon
3,4.6,3,3,2,5,5,5,5,5,amazon
3.174285714,3.5,2.625,3.2,2,2,1,2,2,2,amazon
2.1,3.2,3,3,2,2,4,3,3,3,amazon
3.073333333,3.8,3,3,1,1,1,3,5,1,amazon
2.880808081,2.590277778,3,3.620238095,3,1,none,2,3,none,amazon
3,3.966666667,3,3,3,3,1,2,4,3,amazon
2.266666667,3.466666667,3,3,2,1,2,5,5,2,amazon
2.8125,4.2,4.6,2.984444444,4,3,5,3,5,4,amazon
3.5,3.25,3.7,3,4,3,4,5,4,3,amazon
2.883333333,3.863809524,3,3,4,3,4,4,4,4,amazon
3.333777778,3.8,3,2.891666667,3,2,4,3,2,3,amazon
3.59047619,3.264285714,3,3.222222222,3,1,2,3,3,3,amazon
2.416666667,3.6,3,3,3,none,none,none,none,none,amazon
3.4,3,3,2.666666667,3,2,1,5,3,5,amazon
3,3.6,3,3,4,3,3,3,1,2,amazon
3.36,3,3,3,2,4,1,3,3,1,amazon
3.4,3.9,3,3.8,5,4,5,4,4,4,amazon
2.818333333,3.9,3,4.2,4,3,3,3,3,3,amazon
2.883333333,3.4875,3,3,3,3,5,5,3,3,amazon
3,4.4,2.7,3,3,3,3,3,3,3,amazon
3.4,5,3.75,3,5,3,5,5,5,4,amazon
2.916666667,5,4.6,2.935416667,5,none,none,none,none,none,amazon
2.708333333,4.023809524,3,3.535714286,5,3,5,5,4,4,amazon
3.4,3.911111111,4.6,3.436363636,5,5,5,5,5,5,amazon
2.679166667,3.4,4.25,3,5,3,5,5,5,5,amazon
3.338888889,3.674793388,4.7,3.95,5,5,5,5,5,5,amazon
3,4.4,3,3,4,4,4,none,4,4,amazon
2.933333333,3.35,4.4,3,4,4,5,1,4,3,amazon
3.4,4.8,4.25,3.2,4,2,4,5,3,3,amazon
1,3.868181818,3.736363636,3,4,2,4,3,4,3,amazon
3.108333333,3.593333333,3,3,4,4,4,5,4,4,amazon
3,3,4.4,3,4,none,none,4,none,none,amazon
3.237037037,3.952380952,4,3,4,2,5,5,5,4,amazon
2.69,3.75,4,3,3,4,4,2,3,4,amazon
3,4.4,3.05,3,3,3,1,2,1,1,amazon
2.9125,3.966666667,3,3.333333333,3,2,4,4,3,2,amazon
3,3,2.7,3,3,2,2,3,3,3,amazon
3.866666667,4.4,2.9,3,3,none,none,none,none,none,amazon
2.378571429,3.139583333,4,2.817777778,1,1,1,1,1,1,amazon
3.035185185,4.7,2.4,3,4,5,5,4,2,4,amazon
3.086363636,4.4,3,3,5,3,5,4,4,4,amazon
3.086363636,4.4,3,3,5,3,5,4,4,4,amazon
3,3.5,3,4,2,1,1,1,2,1,amazon
2.70625,3.088888889,4,3.916666667,2,3,2,2,2,2,amazon
2.9,4,3,3,4,4,4,4,4,4,amazon
3.366666667,3.842857143,3,3.7,4,5,3,3,3,3,amazon
3.25,3.7,4.4,3,4,4,4,4,3,4,amazon
2,3.8,4,4.05,4,5,5,2,3,4,amazon
3.4,3.866666667,3,3.5,4,3,3,5,4,3,amazon
3.3,3.533333333,3,3,3,3,3,4,3,3,amazon
2.75,3,3.8,4,4,3,3,4,5,4,amazon
2.975,4.4,3,3.1,2,1,1,2,3,1,amazon
2.111111111,3,4.25,3.607142857,1,1,1,2,1,1,amazon
3.168181818,4.2,3.75,3,2,1,2,2,2,1,amazon
2.570833333,4.4,3,3,2,1,2,1,3,2,amazon
3.175,3.735333333,3,3.398545455,5,5,5,5,3,2,amazon
2.9,2.7,3,4.2,5,5,5,5,5,5,amazon
3.226984127,3.933333333,3,3,4,3,4,4,5,4,amazon
2.708333333,4.4,3.66,2.86,4,3,4,4,4,3,amazon
3.32,5,3,3,4,none,none,none,none,none,amazon
2.2,3.183333333,3,2.75,4,5,2,5,5,2,amazon
2.926666667,3,3,3.7,4,2,3,3,3,3,amazon
3.044444444,3.45,3.4,3,4,4,4,4,5,4,amazon
2.9,4,3,3,4,4,4,4,4,4,amazon
2.772222222,3.272727273,3,3,3,none,none,none,none,none,amazon
3.32,3.7,3,3,3,2,3,3,4,3,amazon
3,3.8,3,3,3,3,3,5,4,2,amazon
3,3,3,4.4,3,2,1,2,1,1,amazon
2.133333333,3.8,3,3,2,1,1,2,4,3,amazon
2.828571429,4.2,3.7,4.6,2,1,2,5,4,3,amazon
3.2,3.933333333,3,3,5,none,none,none,none,none,amazon
3,4.6,3,3,2,3,2,3,4,2,amazon
4.2,4.4,4,3,3,none,none,none,none,none,amazon
2.9,5,3,3.7,5,5,5,5,5,5,amazon
4.4,4.51,3,3,5,none,none,none,none,none,amazon
3.183333333,4.6,3,3.457142857,5,5,5,5,5,5,amazon
2.9,4.2,4.2,3,5,none,none,none,none,none,amazon
3.2,3.733333333,3,2.864,2,3,1,2,5,1,amazon
3,4.2,3,3,5,5,3,4,3,1,amazon
3.4,4.31,3,3.708333333,5,3,3,5,5,3,amazon
2,3.236111111,3,3.055555556,4,4,4,3,3,1,amazon
3.9,4.18,3,3.9,3,3,3,3,3,3,amazon
3.2,4.4,3,4,3,4,3,4,4,2,amazon
1.8,4.2,3,3,5,4,4,4,4,4,amazon
3,3.488888889,3,3.75,1,1,1,1,1,1,amazon
3.375,3,1,2.75,1,1,1,1,3,2,amazon
3.316666667,3.6,2,3.44,1,2,1,1,2,1,amazon
3,3.046527778,3.2,3,1,none,none,none,none,none,amazon
2.88,3.157142857,3,4,5,4,4,4,5,4,amazon
3,3,4.6,4,5,4,5,3,4,2,amazon
2.427777778,3.272222222,3,3.4,4,none,none,none,none,none,amazon
2.736840226,3.623333333,2.3,3,1,1,1,1,1,1,amazon
3.346666667,3.155555556,3.272727273,3.4,2,2,1,4,3,3,amazon
3.125,3.654545455,4.6,3,5,4,5,5,5,5,amazon
3.066666667,4.022222222,4.133333333,3,5,3,4,3,5,2,amazon
2.88,3.157142857,3,4,5,4,4,4,5,4,amazon
3.4,3,4.6,3,4,2,none,4,4,4,amazon
2.7,3.466666667,3,3,3,2,1,5,4,1,amazon
2.416666667,4.6,2.8,4,5,5,5,5,5,none,amazon
1.6,4.32,3,3.2,4,1,2,3,3,3,amazon
2.241666667,3,3,3,4,4,3,3,3,2,amazon
3.146666667,3.675,1.6,3.911111111,2,none,none,none,none,none,amazon
3,2.8,3,3,3,none,none,none,none,none,amazon
2.6,3.8,3,3,3,3,3,2,4,1,amazon
2.925,4.4,3,3,4,4,3,none,4,none,amazon
3,3.32,4.6,3,4,2,4,4,4,3,amazon
3.058333333,3.675,4.6,1.6,4,3,4,5,5,4,amazon
2.08,4.5,2.2,2.2,2,1,2,3,4,1,amazon
3.062222222,3.567099567,4.6,3,4,3,5,4,4,4,amazon
3.334502924,3.218196649,4.2,3,5,4,5,5,4,5,amazon
3.2,4.1,4.6,3,5,none,none,none,none,none,amazon
3,3.533333333,3,2.833333333,4,3,2,3,4,2,amazon
3.014285714,3.1,3,5,4,2,3,4,4,3,amazon
2.9,3.866666667,4.4,4,4,2,4,4,3,3,amazon
2.717380952,3,3,3.2,3,2,3,2,2,2,amazon
3,3.419047619,3,3,3,1,3,3,5,2,amazon
3,3,3.1,3,3,none,none,none,none,none,amazon
3,3,3,3.985714286,3,2,3,5,3,3,amazon
3,1.571428571,3.5,3,3,3,2,1,4,1,amazon
3,2.8,3,3,3,none,none,none,none,none,amazon
2.958888889,3.916666667,3,2.546666667,1,1,1,1,3,1,amazon
3.105,4.6,3.66,4.333333333,5,3,5,5,4,5,amazon
3,4.126666667,3,3,4,2,3,3,3,3,amazon
2.520833333,4.4,3,2.625,2,2,1,1,1,2,amazon
3.5,3.525,3,3,2,none,none,none,none,none,amazon
3,3,3,4.2,1,1,1,2,3,1,amazon
2.9,4.4,3,3,1,1,1,1,3,1,amazon
3.283333333,3.933333333,3.6,2.9,4,2,4,4,4,3,amazon
3.014285714,3.682142857,3.408333333,3,4,2,3,4,3,2,amazon
2.52,4.307142857,3,3.466666667,4,4,2,4,4,2,amazon
3.023333333,4.466666667,3.36,3,3,none,none,none,none,none,amazon
2.901269841,3.818181818,3,3,2,2,2,4,5,2,amazon
1.6,3.736666667,3,3,3,2,2,3,4,2,amazon
3.4,3,3,3,3,4,5,4,4,4,amazon
3.2,5,3,3.5,3,none,none,none,none,none,amazon
2.865625,3.683129252,3,3.06087963,3,3,3,3,3,2,amazon
3,4.133333333,2.688888889,3,3,1,3,1,4,3,amazon
1.25,3.075,2.222222222,3,4,2,4,4,4,2,amazon
3.5,3.466666667,3,5,5,5,5,5,5,5,amazon
3.55,4.3,3,3.133333333,2,5,3,2,2,2,amazon
